transaction_amount,account_age_days,num_prev_transactions,avg_transaction_amount,location_risk_score,device_risk_score,fraud_risk_score
140.78042699305772,2429,142,34.63867008292254,0.8912000730636024,0.21314211931393667,0.0958254147122498
903.0364292752563,1031,190,39.737938353920086,0.013634023905821469,0.8671773544513522,0.35837724965694684
395.0237080636348,29,532,20.680263270574695,0.3227265727266384,0.9558431471751637,0.26904117693610374
273.88276613278595,907,226,325.43700136090104,0.554356681216369,0.23671530584486977,0.2102296161296242
50.887461138703884,2127,312,26.028683504806992,0.14821746209932463,0.8826154575172458,0.08563251891350517
50.87888757438155,570,628,26.734910778149413,0.0920987541995898,0.09697876251609538,0.04942231944376994
17.951630582604203,2007,301,380.0538072707051,0.81527633109056,0.055706836115245184,0.13715622748181017
603.3692593439819,1454,653,84.50315494576923,0.8944043886485072,0.12922380010274936,0.3091833854114148
275.7246460881794,738,459,6.268807252251973,0.8236064207981895,0.057741079467035994,0.17728018125049347
369.3750185113771,516,400,10.658067855914913,0.8987878897373477,0.8450122371557759,0.28068926481886586
6.239792399741587,2001,550,30.669971012180863,0.5531119710583715,0.05905014445827195,0.041297005867366836
1051.0672425474936,2445,392,48.00539246808223,0.8122581209903419,0.2716641913636555,0.4085178666698608
535.9288630064025,39,763,218.81224862384633,0.3840426383911004,0.10375634353585639,0.29999065947034903
71.6062875746841,887,206,34.235088433506824,0.6662678614790385,0.29542203631376496,0.09525419208583309
60.20369662489901,2205,209,25.311017585486084,0.9888355313891645,0.09055946760092048,0.08003664743559703
60.78342684967711,1099,114,289.3950671596609,0.22572772383912743,0.668003250743014,0.13615251659008865
108.82611883814313,1824,736,222.37311567695514,0.3898997462910806,0.13332681634257515,0.11075491047319738
223.17834925825633,1711,645,114.30071116607445,0.4800473773100856,0.8518459258388879,0.2227144953115624
169.661120034101,974,250,159.39500603906015,0.13801548702005173,0.817191050726641,0.16740106923692447
103.26689776618245,1563,218,74.78864300975569,0.08103861046505678,0.01366168547060942,0.019866977249075737
283.9112621699396,989,406,131.74931317838974,0.8297228663216244,0.8957263555151146,0.27217534727610593
45.0703586182016,21,442,141.31646545639737,0.9767943728275862,0.02894431674336706,0.1440968670496829
103.65465360072068,2351,602,97.95549670370305,0.40472506382965867,0.23964578495755662,0.08538459603117132
136.88316546625413,869,353,474.11328954481303,0.08764983619465327,0.03238913777599506,0.15370564009931897
182.6804063579325,84,557,3.2384509643998283,0.06581176069057648,0.335843487039316,0.12110219838524071
461.3808033092736,1683,549,304.80922709140117,0.8913182063602987,0.5138665257132716,0.3310812902539425
66.82075863860709,1977,141,26.56526110653156,0.46381424972767993,0.7966448690151381,0.10067602818655416
216.6087465099383,1411,611,319.4498597971188,0.3200273165623919,0.33798155046983613,0.20029076430033882
269.25141639292815,1531,500,191.37667328817537,0.4764612712393995,0.7054900246731167,0.21431298947906666
14.269154926922564,570,701,370.65646481091335,0.31830409469234733,0.18750445711898034,0.143361079369407
280.59990619488303,934,546,20.520492437479195,0.48903577530762,0.7505984567441264,0.206942507539393
56.088375593224924,1981,658,163.73329817870214,0.8595563969179368,0.23599660590923754,0.1403278197397542
20.179179263791273,1856,541,139.06506229803674,0.5923013710620957,0.14354475594376792,0.07734478288538099
892.1063380520792,793,506,244.96656250554844,0.6946537728101754,0.1854088503740543,0.41863131074536025
1011.1891027383517,792,595,152.83866824648106,0.3646706762343366,0.18206312888185539,0.4232833667080205
495.699471843863,1810,280,155.6253901901862,0.7385058785105187,0.5128628793769912,0.2722895412141031
108.98635799062748,1295,423,112.28205967293484,0.6666170848793723,0.8447975811881461,0.18428688795307865
30.833194500751873,2256,269,73.8751731967751,0.11956199775205645,0.07960507699250563,0.012247033435000446
345.82522892959855,1608,153,131.65810338064,0.5726428531155846,0.7069563184934227,0.2291349448709712
174.0272527756195,1084,613,25.224321747961927,0.256743496309758,0.6543464596528576,0.14767949763173596
39.04567018633459,2478,726,651.48871296302,0.8040956696335928,0.8725199518293624,0.2861725557451858
205.06416844024506,985,661,250.64014739902217,0.42593770846693946,0.24414756050690722,0.1925845000724877
10.498116433043725,1681,82,609.2667054402251,0.9946841651964872,0.4501098586850296,0.22906851473468529
720.1268662179071,520,621,51.42472354113278,0.09250043793896379,0.9258273744435174,0.35966406984340593
89.83733305220582,591,425,422.9574121948008,0.7803478627401585,0.6599934501353172,0.2558419772160221
325.8767395694941,1051,274,330.8765795493726,0.6737017335421565,0.3887684128615969,0.25012995152079437
112.0639744972871,1710,712,226.1149864633862,0.7674988305907054,0.13141238285526846,0.14814039654638275
220.23326877276858,2036,283,196.18141712023046,0.30752979549045634,0.26248500790059104,0.12738757562725123
237.36713939453927,2247,172,76.12025772306328,0.4920544893824006,0.5812154774893833,0.1411088616456558
61.316579852371724,2435,326,339.01090883214107,0.7965085197237084,0.7181679475605137,0.19203703572080602
1047.842139820868,349,717,139.2365412137481,0.232541331620855,0.12442188685189348,0.4295468993630643
447.6736131414422,960,62,14.705967284017563,0.22603319678865208,0.599597260044054,0.19668532726746749
841.5283257874747,1964,72,75.04436459544473,0.5510509532949324,0.550351278838751,0.3466734627199696
675.645599260259,693,762,547.5898467481728,0.5235635795298558,0.513955446690708,0.45216613567931374
273.3163237149825,1560,635,380.33307404296875,0.28226247041293284,0.690123117682008,0.26714793279340937
764.8306137808215,378,374,802.4316402264428,0.29807565052482277,0.8374495950834618,0.5395138073984544
27.796637685934687,527,632,197.7687272337093,0.2778451632065655,0.3229896831768684,0.11245178793631108
65.44040838938024,2254,507,56.87353373636166,0.7715120619984877,0.8890121901109594,0.16686771696323766
13.884589706049587,1260,786,35.54205295490449,0.6519008655624606,0.1606336126185507,0.08656221821777442
118.05962604092605,1876,397,41.38378717351785,0.8324171834102527,0.17302386975116435,0.10244853906919923
147.63908753826558,1764,119,3.9988434325091173,0.9754730283140218,0.2667720636239239,0.13007091718465744
94.96813296264772,521,436,99.08303244287701,0.4741642962719864,0.11953086954707781,0.10988878733386222
529.3673595722802,1702,675,42.49703099702786,0.06669388140544885,0.23031922468287758,0.2046418515096269
132.36809985896105,1017,464,106.08851021637464,0.04809231041203543,0.1064117629028446,0.0778635058127269
98.94085204027476,1014,285,546.6564697472918,0.29566503927161913,0.8217524169853904,0.24077317746743834
